shipment_id,mode,product_category,unit_cost,weight_kg,lat_o,lon_o,lat_d,lon_d,dist_km,plan_hrs,origin_congestion_index,weather_condition_code,labor_strike_score,current_node_stock,node_tier,actual_transit_time,is_delayed,delay_delta,predicted_ttr,risk_score,stay_impact,pivot_impact,ai_recommendation,strategic_justification
SHP-0380823,Truck,Raw Materials,214,96.03,19.99,73.78,-5.5,19.19,6603.41,73.37,4.92,1,0.5,2365,2,117.8,1,44.43,66.66,0.17,3549.61,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380824,Ocean,Raw Materials,94,75.53,-32.17,-76.35,49.3,-88.45,9138.09,261.09,5.06,1,0.5,3132,1,611.32,1,350.23,235.96,0.4,11893.92,1306.79,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380825,Rail,Energy & Power,3814,11.39,-10.72,25.47,-8.62,117.48,10046.5,125.58,5.04,1,0.51,4610,4,337.32,1,211.74,111.92,0.23,9410.45,5471.91,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380826,Truck,Semiconductors,1201,0.13,22.8,-63.2,4.32,-78.52,2633.22,29.26,5.02,1,0.5,2564,1,42.98,1,13.72,27.12,0.11,2557.05,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380827,Truck,Raw Materials,98,96.88,4.32,-78.52,-52.94,98.87,14603.7,162.26,5.03,1.03,0.5,4792,2,441.32,1,279.06,146.86,0.28,7443.49,1311.7,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380828,Ocean,Raw Materials,55,127.75,9.25,114.81,-57.21,-109.6,13469.31,384.84,4.99,1.01,0.5,4370,4,714.59,1,329.75,366.92,0.58,18404.05,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380829,Ocean,Semiconductors,975,0.11,19.99,73.78,-8.62,117.48,5742.45,164.07,4.92,1,0.5,3895,2,288.52,1,124.45,151.46,0.28,8548.05,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380830,Truck,Raw Materials,98,96.88,-22.09,102.78,55.83,-38.26,15090.24,167.67,5.11,0.99,0.5,2232,4,331.99,1,164.32,147.76,0.28,7488.46,1311.7,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380831,Ocean,Raw Materials,94,75.53,6.88,-90.65,50.79,-95.24,4900.66,140.02,5.12,0.99,0.51,3118,2,353.39,1,213.37,122.03,0.24,6197.4,1306.79,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380832,Rail,Raw Materials,248,109.36,-10.72,25.47,-57.79,-41.44,7642.45,95.53,5.04,1,0.51,1426,4,229.67,1,134.14,87.91,0.2,4646.32,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380833,Ocean,Semiconductors,1201,0.13,9.25,114.81,-56.51,-56.95,14712.04,420.34,4.99,1.01,0.5,4521,4,894.82,1,474.48,393.1,0.61,20856.18,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380834,Rail,Energy & Power,2037,14.68,-38.1,15.53,-36.87,22.47,627.06,7.84,4.96,0.99,0.51,1034,3,12.58,1,4.74,5.49,0.09,2311.92,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380835,Ocean,Raw Materials,59,76.47,-38.1,15.53,-32.17,-76.35,8021.58,229.19,4.96,0.99,0.51,4430,3,289.03,1,59.84,203.68,0.35,10245.01,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380836,Truck,Energy & Power,3814,11.39,-22.54,-5.13,-32.17,-76.35,6992.36,77.69,5.1,0.98,0.49,3698,3,209.56,1,131.87,69.66,0.17,7297.14,5471.91,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380837,Rail,Raw Materials,52,122.09,48.63,30.7,-47.84,-47.27,13080.12,163.5,4.96,1.01,0.5,1774,3,362.48,1,198.98,144.33,0.27,7271.73,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380838,Ocean,Raw Materials,98,96.88,55.83,-38.26,4.32,-78.52,6746.55,192.76,4.95,0.99,0.49,282,2,344.95,1,152.19,173.49,0.31,8774.74,1311.7,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380839,Ocean,Raw Materials,248,109.36,22.74,69.7,-56.68,46.35,9098.54,259.96,5.04,0.98,0.49,2124,0,299.91,0,39.95,229.78,0.39,11739.53,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380840,Truck,Raw Materials,248,109.36,-50.08,82.54,-21.75,56.83,3869.03,42.99,4.94,0.99,0.49,2329,1,61.44,1,18.45,39.09,0.13,2205.47,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380841,Air,Raw Materials,98,96.88,33.26,53.07,45.41,-113.72,11165.76,13.14,5.01,1.02,0.5,3052,4,14.93,0,1.79,13.41,0.1,770.81,1311.7,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380842,Truck,Semiconductors,1201,0.13,-21.75,56.83,10.03,-25.8,9670.7,107.45,5.02,1,0.5,2970,3,212.31,1,104.86,97,0.21,6050.77,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380843,Ocean,Semiconductors,592,0.09,45.41,-113.72,-38.1,15.53,15799.75,451.42,5.03,1.01,0.5,3834,4,643.84,1,192.42,409.34,0.63,21058.91,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380844,Ocean,Raw Materials,94,108.1,59.17,-61.27,6.88,-90.65,6326.15,180.75,5.07,1.02,0.51,4637,2,368.18,1,187.43,163.81,0.3,8287.34,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380845,Rail,Raw Materials,52,122.09,14.71,-54.94,-40.45,-81.78,6730.61,84.13,5.03,0.98,0.5,4464,1,149.36,1,65.23,76.43,0.18,3876.65,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380846,Ocean,Raw Materials,214,96.03,28.54,77.55,-45.74,101.14,8596.09,245.6,5.03,1.03,0.51,827,1,432.56,1,186.96,222.8,0.38,11356.43,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380847,Ocean,Semiconductors,592,0.09,37.54,-102.52,10.03,-25.8,8163.48,233.24,5.02,0.99,0.49,3581,3,550.93,1,317.69,214.23,0.37,11303.72,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380848,Ocean,Raw Materials,214,96.03,-57.79,-41.44,-22.09,102.78,10534.28,300.98,4.96,1.02,0.5,4521,1,448.02,1,147.04,269.88,0.44,13710.32,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380849,Truck,Semiconductors,1780,0.13,-57.79,-41.44,-23.82,26.38,6480.36,72,4.96,1.02,0.5,835,1,179.44,1,107.44,63.24,0.16,4942.11,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380850,Ocean,Raw Materials,55,127.75,18.52,73.85,-43.85,66.17,6979.33,199.41,5.01,0.99,0.5,881,1,206.1,0,6.69,171.16,0.31,8616.15,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380851,Rail,Raw Materials,137,131.41,56.98,-91.44,48.63,30.7,7121.02,89.01,5,1.02,0.5,3601,2,241.1,1,152.09,81.9,0.19,4235.23,1356.07,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380852,Rail,Raw Materials,214,96.03,-5.5,19.19,-40.24,33.45,4117.39,51.47,4.95,1,0.51,4202,1,126.34,1,74.87,46.16,0.14,2524.32,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380853,Ocean,Raw Materials,94,75.53,49.3,-88.45,56.98,-91.44,876.8,25.05,4.85,0.97,0.49,4025,2,54.51,1,29.46,26.91,0.11,1441.49,1306.79,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380854,Rail,Raw Materials,218,66.74,30.67,10.33,-40.24,33.45,8237.35,102.97,4.98,0.97,0.5,3241,1,206.72,1,103.75,91.98,0.2,4818.92,1445.49,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380855,Truck,Raw Materials,79,82.74,-4.86,77.46,24.78,120.99,5744.39,63.83,4.91,0.97,0.51,4965,1,131.31,1,67.48,57.28,0.16,2945.04,1290.13,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380856,Ocean,Raw Materials,214,96.03,33.26,53.07,-57.21,-109.6,17046.27,487.04,5.01,1.02,0.5,1523,4,705.57,1,218.53,409.08,0.63,20670.61,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380857,Truck,Raw Materials,214,96.03,-43.85,66.17,6.45,-94.66,15455.91,171.73,5.01,1.01,0.5,1179,1,368.69,1,196.96,151.66,0.28,7799.44,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380858,Truck,Raw Materials,94,108.1,56.98,-91.44,-40.45,-81.78,10871.67,120.8,5,1.02,0.5,4627,2,308.47,1,187.67,112.46,0.23,5719.69,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380859,Rail,Semiconductors,1069,0.14,19.99,73.78,1.02,116.62,5111.14,63.89,4.92,1,0.5,4497,2,104,1,40.11,56.76,0.16,3907.19,2397.28,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380860,Ocean,Energy & Power,2037,14.68,12.92,49.22,37.54,-102.52,13676.6,390.76,4.98,1.01,0.5,4495,4,768.59,1,377.83,347.66,0.55,19420.14,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380861,Air,Raw Materials,218,66.74,55.83,-38.26,1.02,116.62,13297.18,15.64,4.95,0.99,0.49,305,2,35,1,19.36,22.04,0.11,1321.58,1445.49,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380862,Rail,Energy & Power,3814,11.39,-44.54,-82.52,18.52,73.85,16384.3,204.8,4.97,1.01,0.5,2039,3,526.79,1,321.99,183.28,0.33,12978.26,5471.91,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380863,Ocean,Semiconductors,1069,0.14,40.45,-117.37,13.62,13.21,12138.73,346.82,5.02,1.01,0.5,2711,2,694.54,1,347.72,310.26,0.5,16582.24,2397.28,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380864,Ocean,Energy & Power,3814,11.39,-32.17,-76.35,28.54,77.55,17484.67,499.56,5.06,1,0.5,3752,1,970.7,1,471.14,456.87,0.7,26657.7,5471.91,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380865,Truck,Semiconductors,592,0.09,18.52,73.85,6.45,-94.66,16965.7,188.51,5.01,0.99,0.5,415,1,382.33,1,193.82,178.77,0.32,9530.55,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380866,Rail,Raw Materials,98,96.88,-5.5,19.19,-9.24,90.96,7913.81,98.92,4.95,1,0.51,1311,1,259.99,1,161.07,86.89,0.2,4444.85,1311.7,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380867,Truck,Raw Materials,145,100.37,-23.82,26.38,59.17,-61.27,12134.45,134.83,5.13,1.01,0.5,2977,3,305.66,1,170.83,118.23,0.24,6058.82,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380868,Truck,Raw Materials,79,82.74,-10.72,25.47,50.79,-95.24,13062.7,145.14,5.04,1,0.51,4640,4,297.82,1,152.68,128.41,0.25,6501.57,1290.13,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380869,Ocean,Raw Materials,248,109.36,13.62,13.21,-24.51,-71.02,10062.99,287.51,5.04,1.01,0.49,4183,3,340.32,0,52.81,255.96,0.43,13048.57,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380870,Rail,Raw Materials,59,76.47,-21.75,56.83,-57.21,-109.6,11144.53,139.31,5.02,1,0.5,22,3,184.93,1,45.62,118.87,0.24,6004.61,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380871,Truck,Raw Materials,59,76.47,28.54,77.55,59.17,-61.27,9552.13,106.13,5.03,1.03,0.51,1814,1,124.43,0,18.3,95.01,0.21,4811.55,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380872,Ocean,Semiconductors,1201,0.13,50.79,-95.24,-29.18,-81.9,8987.81,256.79,5.11,1,0.5,3252,3,498.27,1,241.48,218.53,0.37,12127.73,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380873,Air,Semiconductors,592,0.09,-21.75,56.83,-57.21,-109.6,11144.53,13.11,5.02,1,0.5,1238,3,35.53,1,22.42,10.53,0.09,1118.38,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380874,Ocean,Raw Materials,55,127.75,14.88,31.56,-44.54,-82.52,13061.22,373.18,5.04,1.02,0.5,4594,1,959.36,1,586.18,343.71,0.54,17243.6,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380875,Truck,Energy & Power,2037,14.68,45.41,-113.72,22.8,-63.2,5179.1,57.55,5.03,1.01,0.5,1409,4,71.83,0,14.28,53.19,0.15,4697.1,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380876,Truck,Semiconductors,592,0.09,31.06,28.86,-56.51,-56.95,12599.74,140,4.94,1.01,0.5,297,3,254.25,1,114.25,126.83,0.25,6933.46,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380877,Truck,Raw Materials,214,96.03,34.71,-79.62,34.71,-79.62,0,0,4.91,1.01,0.5,3691,3,0,0,0,2.12,0.08,322.34,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380878,Rail,Raw Materials,55,127.75,9.25,114.81,48.63,30.7,8805.26,110.07,4.99,1.01,0.5,4370,4,305.56,1,195.49,98.73,0.21,4994.66,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380879,Ocean,Raw Materials,55,127.75,24.78,120.99,36.43,-112.78,11179.12,319.4,5.03,1.01,0.49,1234,3,345.64,0,26.24,281.77,0.46,14146.49,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380880,Truck,Raw Materials,137,131.41,-5.5,19.19,-23.82,26.38,2177.77,24.2,4.95,1,0.51,2789,1,61.68,1,37.48,21.76,0.11,1228.16,1356.07,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380881,Ocean,Semiconductors,975,0.11,24.78,120.99,55.83,-38.26,10838.58,309.67,5.03,1.01,0.49,1566,3,469.37,1,159.7,269.26,0.44,14438.09,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380882,Air,Raw Materials,94,108.1,14.71,-54.94,-39.9,86.45,15340.6,18.05,5.03,0.98,0.5,1940,1,35.61,1,17.56,14.69,0.1,831.34,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380883,Ocean,Raw Materials,214,96.03,38.72,-79.45,12.46,-13.76,7044.45,201.27,5.03,1.02,0.5,4653,4,273.92,1,72.65,181.73,0.32,9302.86,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380884,Ocean,Raw Materials,145,100.37,42.83,50.05,-23.82,26.38,7798.28,222.81,5.04,1,0.49,1641,1,414.95,1,192.14,203.01,0.35,10297.81,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380885,Rail,Raw Materials,94,75.53,34.71,-79.62,-52.94,98.87,17984.63,224.81,4.91,1.01,0.5,1881,3,559.91,1,335.1,177.57,0.32,8974.22,1306.79,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380886,Rail,Semiconductors,1201,0.13,22.8,-63.2,14.71,-54.94,1249.98,15.62,5.02,1,0.5,2564,1,27.87,1,12.25,13.34,0.1,1868.19,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380887,Truck,Raw Materials,59,76.47,45.41,-113.72,34.71,-79.62,3107.3,34.53,5.03,1.01,0.5,3992,4,96.11,1,61.58,30.06,0.12,1563.76,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380888,Ocean,Semiconductors,1069,0.14,18.52,73.85,-40.24,33.45,7756.78,221.62,5.01,0.99,0.5,3643,1,368.53,1,146.91,209.38,0.36,11538.22,2397.28,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380889,Rail,Raw Materials,59,76.47,14.88,31.56,-57.21,-109.6,14297.16,178.71,5.04,1.02,0.5,3250,1,475.98,1,297.27,163.57,0.3,8239.41,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380890,Truck,Raw Materials,94,108.1,14.71,-54.94,-22.08,-68.86,4363.21,48.48,5.03,0.98,0.5,1940,1,120.38,1,71.9,43.49,0.14,2270.97,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380891,Truck,Raw Materials,55,127.75,22.8,-63.2,14.88,31.56,9844.73,109.39,5.02,1,0.5,4926,1,258.33,1,148.94,100.1,0.21,5063,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380892,Truck,Energy & Power,2037,14.68,-47.84,-47.27,12.46,-13.76,7479.06,83.1,5.07,1,0.49,3449,3,164.74,1,81.64,75.28,0.18,5801.33,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380893,Ocean,Raw Materials,218,66.74,-57.21,-109.6,-21.75,56.83,11144.53,318.42,5.06,1.01,0.5,3646,1,480.45,1,162.03,290.88,0.47,14763.82,1445.49,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380894,Ocean,Raw Materials,59,76.47,-40.45,-81.78,34.71,-79.62,8360.78,238.88,4.98,0.99,0.5,1081,4,425.63,1,186.75,221.76,0.38,11148.74,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380895,Ocean,Raw Materials,52,122.09,32.48,105.45,40.45,-117.37,10790.39,308.3,5.04,0.99,0.5,3819,2,758.56,1,450.26,269.51,0.44,13530.54,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380896,Rail,Semiconductors,975,0.11,-22.54,-5.13,49.3,-88.45,11423.99,142.8,5.1,0.98,0.49,4058,3,292.18,1,149.38,124.55,0.25,7202.69,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380897,Ocean,Raw Materials,214,96.03,6.45,-94.66,31.06,28.86,12713.58,363.25,5.03,0.98,0.49,970,4,946.77,1,583.52,333.84,0.53,16908.15,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380898,Ocean,Raw Materials,55,127.75,50.79,-95.24,6.88,-90.65,4900.66,140.02,5.11,1,0.5,1385,3,145.31,0,5.29,120.53,0.24,6084.8,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380899,Air,Raw Materials,137,131.41,-22.54,-5.13,51.92,4.47,8331.85,9.8,5.1,0.98,0.49,163,3,25.08,1,15.28,5.54,0.09,417.14,1356.07,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380900,Ocean,Raw Materials,145,100.37,-57.21,-109.6,9.25,114.81,13469.31,384.84,5.06,1.01,0.5,4763,1,637.57,1,252.73,342.09,0.54,17252.2,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380901,Ocean,Semiconductors,1780,0.13,-45.74,101.14,-9.24,90.96,4173.58,119.25,5,0.97,0.5,417,2,253.86,1,134.61,108.51,0.23,7205.43,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380902,Truck,Semiconductors,1780,0.13,37.54,-102.52,-29.18,-81.9,7722.67,85.81,5.02,0.99,0.49,4328,3,204.23,1,118.42,78.54,0.18,5707.18,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380903,Air,Semiconductors,1069,0.14,6.88,-90.65,-52.94,98.87,14820.69,17.44,5.12,0.99,0.51,2987,2,41.65,1,24.21,14.53,0.1,1795.44,2397.28,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380904,Rail,Raw Materials,218,66.74,22.74,69.7,-17.98,-110.77,19483.23,243.54,5.04,0.98,0.49,3464,0,357.27,1,113.73,224.54,0.38,11446.5,1445.49,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380905,Rail,Semiconductors,1069,0.14,30.67,10.33,-52.94,98.87,12587.04,157.34,4.98,0.97,0.5,4396,1,396.46,1,239.12,142.46,0.27,8191.98,2397.28,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380906,Rail,Semiconductors,592,0.09,58.14,84.27,-10.72,25.47,9300.96,116.26,5.06,0.98,0.5,973,2,323.6,1,207.34,103.21,0.22,5752.29,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380907,Ocean,Semiconductors,1780,0.13,-22.08,-68.86,55.83,-38.26,9131.98,260.91,5.07,1.01,0.51,507,3,411.12,1,150.21,233.35,0.39,13447.53,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380908,Rail,Semiconductors,1069,0.14,-32.17,-76.35,-36.87,22.47,8622.46,107.78,5.06,1,0.5,3556,1,229.22,1,121.44,96.44,0.21,5890.86,2397.28,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380909,Truck,Raw Materials,59,76.47,-54.26,-118.14,42.83,50.05,18479.58,205.33,5.04,1.01,0.51,3208,3,215.32,0,9.99,188.6,0.33,9490.97,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380910,Ocean,Semiconductors,1201,0.13,-10.72,25.47,-57.79,-41.44,7642.45,218.36,5.04,1,0.51,841,4,394.63,1,176.27,204.58,0.36,11429.95,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380911,Ocean,Semiconductors,1201,0.13,-40.45,-81.78,-57.79,-41.44,3434.85,98.14,4.98,0.99,0.5,1805,4,241.76,1,143.62,88.83,0.2,5642.53,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380912,Air,Raw Materials,94,75.53,-56.72,103.91,-39.9,86.45,2258.58,2.66,5.06,1.01,0.5,938,1,4.94,1,2.28,-0.55,0.08,68.35,1306.79,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380913,Rail,Raw Materials,52,122.09,33.26,53.07,22.74,69.7,2004.19,25.05,5.01,1.02,0.5,4474,4,29.86,0,4.81,22.52,0.11,1181.06,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380914,Ocean,Energy & Power,3978,21.88,-43.85,66.17,18.95,72.95,7017.24,200.49,5.01,1.01,0.5,1495,1,210.74,0,10.25,177.17,0.32,12837.17,5655.8,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380915,Ocean,Energy & Power,2037,14.68,-10.72,25.47,-54.26,-118.14,12022.32,343.49,5.04,1,0.51,221,4,946.34,1,602.85,323.35,0.52,18204.71,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380916,Truck,Raw Materials,218,66.74,50.02,55.47,-32.17,-76.35,15613.24,173.48,4.96,1.01,0.49,3469,2,181.63,0,8.15,151.89,0.28,7814.06,1445.49,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380917,Air,Energy & Power,3978,21.88,6.88,-90.65,-57.21,-109.6,7331.38,8.63,5.12,0.99,0.51,2249,2,14.07,1,5.44,4.76,0.08,4216.5,5655.8,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380918,Ocean,Energy & Power,3814,11.39,18.95,72.95,49.3,-88.45,12206.6,348.76,5.01,1,0.5,2522,0,448.3,1,99.54,302.33,0.49,18930.79,5471.91,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380919,Rail,Semiconductors,592,0.09,-39.9,86.45,-43.85,66.17,1730.48,21.63,5.02,1.03,0.5,37,2,24.37,0,2.74,14.71,0.1,1327.61,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380920,Truck,Raw Materials,248,109.36,38.72,-79.45,49.3,-88.45,1376.63,15.3,5.03,1.02,0.5,4244,4,15.98,0,0.68,15.74,0.1,1037.79,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380921,Ocean,Raw Materials,145,100.37,-8.62,117.48,-5.5,19.19,10821.55,309.19,5.02,1.01,0.5,3109,2,582.16,1,272.97,280.94,0.46,14194.31,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380922,Truck,Raw Materials,145,100.37,4.32,-78.52,-23.82,26.38,11716.42,130.18,5.03,1.03,0.5,525,2,244.35,1,114.17,114.78,0.23,5886.33,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380923,Rail,Energy & Power,3978,21.88,-57.79,-41.44,36.43,-112.78,12388.98,154.86,4.96,1.02,0.5,2564,1,167.43,0,12.57,140.49,0.27,11003.05,5655.8,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380924,Ocean,Energy & Power,3978,21.88,14.88,31.56,-36.87,22.47,5833.03,166.66,5.04,1.02,0.5,4645,1,207.04,0,40.38,146.45,0.28,11300.87,5655.8,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380925,Ocean,Raw Materials,94,108.1,28.54,77.55,-36.87,22.47,9269.48,264.84,5.03,1.03,0.51,883,1,423.61,1,158.77,233.62,0.4,11777.68,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380926,Truck,Energy & Power,2037,14.68,-36.87,22.47,-35.87,-99.2,9935.44,110.39,4.98,0.99,0.5,2453,2,161.01,1,50.62,97.58,0.21,6916.33,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380927,Rail,Raw Materials,214,96.03,36.43,-112.78,51.92,4.47,8462.28,105.78,4.94,1.03,0.5,3318,4,176.2,1,70.42,98.92,0.21,5162.34,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380928,Rail,Raw Materials,55,127.75,-22.54,-5.13,59.17,-61.27,10424.57,130.31,5.1,0.98,0.49,4927,3,190.55,1,60.24,113.42,0.23,5729.24,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380929,Truck,Raw Materials,218,66.74,22.74,69.7,14.88,31.56,4096.11,45.51,5.04,0.98,0.49,3464,0,117.54,1,72.03,42.07,0.14,2323.27,1445.49,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380930,Truck,Raw Materials,79,82.74,-36.87,22.47,-17.98,-110.77,12190.84,135.45,4.98,0.99,0.5,1067,2,343.98,1,208.53,123.46,0.25,6254.2,1290.13,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380931,Ocean,Raw Materials,98,96.88,42.83,50.05,-22.09,102.78,9010.9,257.45,5.04,1,0.49,3055,1,264.11,0,6.66,238.78,0.4,12039.19,1311.7,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380932,Truck,Raw Materials,248,109.36,12.53,-41.31,-47.84,-47.27,6738.16,74.87,4.94,1.01,0.5,1004,3,172.23,1,97.36,67.27,0.17,3614.39,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380933,Air,Raw Materials,145,100.37,-32.17,-76.35,-50.08,82.54,10635.03,12.51,5.06,1,0.5,1604,1,28.9,1,16.39,8.34,0.09,564.6,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0380934,Rail,Raw Materials,55,127.75,47.84,29.98,31.06,28.86,1868.76,23.36,5.05,0.99,0.5,4423,4,25.48,0,2.12,22.47,0.11,1181.76,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
